Provenance,Exchange,Symbol_Pair,Type,Price,Volume,First Seen,Last Seen
BITFINEX,BTCUSD,BTCUSD,bid,0.2,452.7,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,40.0,452.53,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,452.48,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,452.33,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,100.12602255,452.3,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,1.27329548,451.98,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.015,451.61,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,451.58,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,5.0,451.1,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.7623,451.05,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,1.5,450.58,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,2.0,450.5,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,450.48,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,450.33,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,4.0,450.03,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,56.95,450.0,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,449.58,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.55931458,449.1,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,5.8,448.63,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.5,448.58,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,1.0,448.48,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,22.095,448.14,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,5.0,448.1,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,0.1,448.0,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,bid,1.45,447.7,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.133752,454.79,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-2.0,454.8,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-25.0,454.9,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-1.39296111,454.95,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.03947522,454.99,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-60.13945839,455.0,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-8.12865475,455.25,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.424,455.29,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-10.20298679,455.31,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.46,455.81,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-21.0,456.0,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-6.0,456.56,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-29.24632103,456.58,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.76,456.6,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-10.0,456.62,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.01,456.63,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-25.0,456.75,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.24,456.79,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-24.5,456.8,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-2.01046476,456.9,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-138.4138422,457.0,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.01233333,457.07,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-0.02,457.26,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-29.83732523,457.3,NULL,NULL
BITFINEX,BTCUSD,BTCUSD,ask,-22.28859391,457.4,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,0.15,3.5797,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,3.95088607,3.5704,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,9.8636659,3.5646,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.43059817,3.5645,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,0.2,3.5626,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,15.0,3.5615,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.0,3.5485,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.5,3.5483,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,4.0,3.5475,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,3.0,3.5473,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,10.0,3.546,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.0,3.5455,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,20.0,3.545,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.43091035,3.5439,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,171.0004,3.543,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.000392,3.5401,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,50.0,3.5305,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1284.55480208,3.5301,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,50.0,3.53,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,7.574773,3.5229,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,32.62,3.521,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1000.0,3.52,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,38.0,3.517,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,100.0,3.511,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,0.1011,3.51,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.15,3.5844,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-3.0,3.6,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-100.0,3.61,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.30685311,3.6189,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-110.90607788,3.62,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-100.0,3.6288,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-10.02671625,3.6293,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-64.99139577,3.63,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-16.5,3.6385,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-865.0,3.639,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.2,3.64,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-17.05356546,3.6489,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.5,3.649,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-130.0,3.65,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.114994,3.6532,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.114994,3.658,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-10.0,3.6589,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-25.8,3.66,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-9.94579645,3.663,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-50.1,3.67,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.114994,3.6721,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-2715.0,3.6722,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-1100.0,3.6723,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.114994,3.6742,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-0.114994,3.6786,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,6.0,0.007939,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,6.0,0.007929,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,100.0,0.007911,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,4709.55685424,0.0079,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,5000.0,0.007897,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,100.0,0.00789,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,80.0,0.007862,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,300.0,0.0078,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,920.0,0.00774,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,1953.2,0.007739,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,300.0,0.0077,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,1.80118636,0.00753,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,15.0,0.00752,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,50.0,0.00751,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,67.15916171,0.0075,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,50.0,0.00725,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,150.0,0.0071,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,100.0,0.00701,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,837.37507789,0.007,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,5.0,0.00668,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,15.3972,0.00665,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,10.0,0.00658,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,10.0,0.00657,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,0.1,0.0065,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,bid,570.0,0.006201,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-89.457,0.008015,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-2.8046046,0.008019,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-15.37813919,0.00803,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-10.76571599,0.008036,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008041,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008051,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-18.75,0.008058,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-10.74551762,0.008061,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-10.74551762,0.008063,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-21.13143816,0.008065,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-625.0,0.008081,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-4.65588048,0.0081,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008101,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008111,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-221.2630913,0.008112,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008121,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008132,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008137,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-7.625912,0.00814,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008142,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-90.0,0.00815,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-6.0,0.008152,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-6.0,0.008162,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008172,NULL,NULL
BITFINEX,LTCBTC,LTCBTC,ask,-3.0,0.008182,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.517,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.511,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,1.0,3.51,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,2.59,3.5995,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,3.86,3.5929,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,bid,5.7,3.5863,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-1.0,3.5844,NULL,NULL
BITFINEX,LTCUSD,LTCUSD,ask,-400.8,3.68,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,409.69997,0.01167429,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,409.7,9.03254376,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,409.88863,0.0132,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,410.0,7.51071796,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,411.0,0.94449102,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,411.91789,1.80851583,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,411.92,0.13972,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,412.0,2.149823,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,412.99,0.1833902,NULL,NULL
BTC-E,btc_eur,btc_eur,ask,412.99997,5.0,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,409.69997,0.01167429,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,409.7,9.03254376,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,409.88863,0.0132,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,410.0,7.51071796,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,411.0,0.94449102,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,411.91789,1.80851583,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,411.92,0.13972,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,412.0,2.149823,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,412.99,0.1833902,NULL,NULL
BTC-E,btc_eur,btc_eur,bid,412.99997,5.0,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00213,157.846777,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00214,51.91449043,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00215,0.1,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00216,0.2,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00217,713.94274305,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00218,40.3098,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00219,40.41118473,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.0022,30.70527826,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00221,0.2,NULL,NULL
BTC-E,nvc_btc,nvc_btc,ask,0.00222,1.1,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00213,157.846777,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00214,51.91449043,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00215,0.1,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00216,0.2,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00217,713.94274305,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00218,40.3098,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00219,40.41118473,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.0022,30.70527826,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00221,0.2,NULL,NULL
BTC-E,nvc_btc,nvc_btc,bid,0.00222,1.1,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.437,18.2006849,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.438,1467.94579968,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.439,2.7,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.44,305.3283,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.441,4.45256614,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.442,5.5,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.443,3426.6,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.444,1211.6689202,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.445,7404.93506808,NULL,NULL
BTC-E,nmc_usd,nmc_usd,ask,0.446,1210.37,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.437,18.2006849,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.438,1467.94579968,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.439,2.7,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.44,305.3283,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.441,4.45256614,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.442,5.5,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.443,3426.6,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.444,1211.6689202,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.445,7404.93506808,NULL,NULL
BTC-E,nmc_usd,nmc_usd,bid,0.446,1210.37,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.0874,1116.78507593,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.0877,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.088,440.75074186,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.0887,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.08898,379.2,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.089,799.03767581,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.08903,0.2,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.08908,1.3,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.0897,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,ask,1.0898,11.41447603,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.0874,1116.78507593,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.0877,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.088,440.75074186,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.0887,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.08898,379.2,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.089,799.03767581,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.08903,0.2,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.08908,1.3,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.0897,0.398,NULL,NULL
BTC-E,eur_usd,eur_usd,bid,1.0898,11.41447603,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.941,2.08187686,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.942,8.75335958,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.943,2.0001916,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.944,12.00019161,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.946,119.76463406,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.947,1.0,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.948,49.6488,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.949,48.00595699,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.95,292.79481994,NULL,NULL
BTC-E,nvc_usd,nvc_usd,ask,0.951,214.87906885,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.941,2.08187686,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.942,8.75335958,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.943,2.0001916,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.944,12.00019161,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.946,119.76463406,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.947,1.0,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.948,49.6488,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.949,48.00595699,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.95,292.79481994,NULL,NULL
BTC-E,nvc_usd,nvc_usd,bid,0.951,214.87906885,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.804,0.4,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.807,0.011053,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.815,0.0208,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.825,0.01105,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.835,0.011047,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.844,0.03312,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.846,0.033135,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.86,0.01,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.862,0.02208,NULL,NULL
BTC-E,btc_usd,btc_usd,ask,446.883,0.022106,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.804,0.4,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.807,0.011053,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.815,0.0208,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.825,0.01105,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.835,0.011047,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.844,0.03312,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.846,0.033135,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.86,0.01,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.862,0.02208,NULL,NULL
BTC-E,btc_usd,btc_usd,bid,446.883,0.022106,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.297,355.59729424,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.298,100.0,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.306,9.14245251,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.326,0.25,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.329,202.38213319,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.33,2.5,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.347,100.0,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.358,0.849,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.361,10.24010382,NULL,NULL
BTC-E,ltc_eur,ltc_eur,ask,3.365,0.391609,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.297,355.59729424,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.298,100.0,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.306,9.14245251,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.326,0.25,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.329,202.38213319,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.33,2.5,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.347,100.0,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.358,0.849,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.361,10.24010382,NULL,NULL
BTC-E,ltc_eur,ltc_eur,bid,3.365,0.391609,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,9.8E-4,591.03822,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,9.9E-4,2156.51985319,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.001,3105.36768,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00101,1801.45990953,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00102,3618.78880399,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00103,290.22147813,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00104,309.12457212,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00105,917.78773744,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00106,1143.9762266,NULL,NULL
BTC-E,ppc_btc,ppc_btc,ask,0.00107,1082.245444,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,9.8E-4,591.03822,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,9.9E-4,2156.51985319,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.001,3105.36768,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00101,1801.45990953,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00102,3618.78880399,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00103,290.22147813,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00104,309.12457212,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00105,917.78773744,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00106,1143.9762266,NULL,NULL
BTC-E,ppc_btc,ppc_btc,bid,0.00107,1082.245444,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.568596,10.0,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.568598,280.78366014,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.5686,44.7327077,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.56908,0.2,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.569081,1.1734205,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.57,0.46098,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.57454,56.21825143,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.574547,0.165034,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.574898,285.7174,NULL,NULL
BTC-E,ltc_usd,ltc_usd,ask,3.575,260.74284137,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.568596,10.0,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.568598,280.78366014,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.5686,44.7327077,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.56908,0.2,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.569081,1.1734205,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.57,0.46098,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.57454,56.21825143,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.574547,0.165034,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.574898,285.7174,NULL,NULL
BTC-E,ltc_usd,ltc_usd,bid,3.575,260.74284137,NULL,NULL
BTC-E,usd_rur,usd_rur,ask,69.87981,290.54096696,NULL,NULL
BTC-E,usd_rur,usd_rur,ask,69.87982,14.351265,NULL,NULL
BTC-E,usd_rur,usd_rur,ask,69.8799,93.67329645,NULL,NULL
BTC-E,usd_rur,usd_rur,ask,69.88,49.02,NULL,NULL
