Id,Provenance,Exchange,Symbol_Pair,Type,Price,Volume,Timestamp
489694-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.25,25.0,1449544579
489693-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.25,0.56769459,1449544579
489692-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.24,0.05680541,1449544579
489691-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.24,0.13319459,1449544579
489690-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.17,0.14741007,1449544579
489689-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.17,0.37579534,1449544579
489688-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.17,0.11620466,1449544573
489687-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.93,0.07379534,1449544573
489686-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.24,3.1485222,1449544560
489685-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,396.0,2.468,1449544560
489684-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.82,0.07381501,1449544560
489683-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.82,1.05,1449544560
489682-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.33,0.5827775,1449544510
489681-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.33,0.1,1449544503
489680-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.33,0.12676339,1449544494
489679-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.3,12.19788529,1449544411
489678-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,395.21,0.19,1449544393
489677-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.07,0.479,1449544377
489676-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,395.07,0.014,1449544355
489675-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.99,0.494,1449544319
489674-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.91,1.0,1449544319
489673-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.9,5.8453,1449544319
489672-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.9,0.5,1449544262
489671-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.04,0.01,1449544241
489670-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,394.04,5.0,1449544221
66588-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.671,581.18368754,1449544493
66587-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.67,3.2,1449544493
