Id,Provenance,Exchange,Symbol_Pair,Type,Price,Volume,Timestamp
627570-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.11,3.99015617,1450143557
627569-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.0,5.4238672,1450143557
627568-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.0,19.5761328,1450143552
627567-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.42,0.4,1450143552
627566-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.41,0.0238672,1450143552
627565-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.11,25.8311968,1450143528
627564-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.0,0.02786919,1450143528
627563-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.99,0.01669708,1450143528
627562-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.9,1.0,1450143528
627561-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.0,0.70164366,1450143522
627560-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.53,0.019,1450143522
627559-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,453.52,0.07692833,1450143522
627558-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.69,0.03960709,1450143513
627557-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.69,0.04,1450143512
627556-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.7,0.39038746,1450143503
627555-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.69,0.1334953,1450143496
627554-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.71,1.22342734,1450143496
627553-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.73,0.349,1450143496
627552-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,453.53,0.041,1450143496
627551-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,453.53,0.019,1450143492
627550-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Buy,454.0,1.75042349,1450143481
627549-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.71,0.27657266,1450143454
627548-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.69,0.2765672,1450143430
627547-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.7,0.259,1450143426
627546-BTCUSD,BITFINEX,BTCUSD,BTCUSD,Sell,452.7,0.01991712,1450143414
86200-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5797,2.28,1450143553
86199-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5797,3.46,1450143553
86198-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5889,3.46,1450143553
86197-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5982,2.28,1450143553
86196-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5796,2.22,1450143540
86195-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5796,3.3,1450143540
86194-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5887,0.97,1450143540
86193-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5887,3.3,1450143540
86192-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5979,2.22,1450143540
86191-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5999,2.10148097,1450143530
86190-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5797,2.87,1450143529
86189-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5797,3.31,1450143529
86188-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5889,0.51,1450143529
86187-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5889,3.31,1450143529
86186-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5982,2.87,1450143529
86185-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5999,7.57065819,1450143525
86184-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5905,2.10073872,1450143525
86183-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5905,5.01468028,1450143525
86182-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5905,2.1,1450143525
86181-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5704,1.0,1450143513
86180-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5775,1.66,1450143511
86179-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5775,3.14,1450143511
86178-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5873,1.64,1450143511
86177-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5873,3.14,1450143510
86176-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.597,1.66,1450143510
49259-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.008,2.097278,1450143530
49258-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.008,16.75250502,1450143530
49257-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.008,4.95088607,1450143513
49256-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,7.9591706,1450143511
49255-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.00795,10.0,1450142977
49254-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.008018,12.06,1450142905
49253-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.00795,1.55190735,1450142890
49252-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.007964,1.25051865,1450142890
49251-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.00799,7.197574,1450142890
49250-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.00798,2.06,1450142860
49249-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.008,50.96,1450142574
49248-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,4.15438215,1450142476
49247-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,1.03,1450142407
49246-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,2.57,1450142407
49245-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,3.78,1450142407
49244-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,5.45,1450142407
49243-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,10.0,1450142407
49242-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,5.0,1450142405
49241-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.007964,1.74948135,1450142383
49240-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Sell,0.007964,1.11764865,1450142383
49239-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,1.33,1450142378
49238-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,2.82,1450142378
49237-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,3.83,1450142378
49236-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,5.2,1450142378
49235-LTCBTC,BITFINEX,LTCBTC,LTCBTC,Buy,0.007975,1.3,1450142349
86201-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5844,0.15,1450143566
86202-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Buy,3.5905,0.4,1450143566
86203-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5995,2.59,1450143566
86204-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5929,3.26,1450143566
86205-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5929,0.6,1450143566
86206-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5863,3.66,1450143566
86207-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5863,2.04,1450143566
86208-LTCUSD,BITFINEX,LTCUSD,LTCUSD,Sell,3.5797,0.15,1450143566
65512140,BTC-E,btc_eur,btc_eur,bid,409.7,0.0154094,1450143155
65511757,BTC-E,btc_eur,btc_eur,ask,409.13,0.22,1450142382
65511756,BTC-E,btc_eur,btc_eur,ask,409.41,0.12,1450142382
65511755,BTC-E,btc_eur,btc_eur,ask,409.41,0.11,1450142382
65511716,BTC-E,btc_eur,btc_eur,bid,409.7,0.307594,1450142292
65511562,BTC-E,btc_eur,btc_eur,bid,409.7,0.632825,1450141818
65511468,BTC-E,btc_eur,btc_eur,ask,409.7,0.0116271,1450141565
65511464,BTC-E,btc_eur,btc_eur,ask,409.7,0.0116743,1450141558
65511435,BTC-E,btc_eur,btc_eur,ask,409.7,0.0233486,1450141511
65511351,BTC-E,btc_eur,btc_eur,ask,409.7,0.02445,1450141415
65511321,BTC-E,btc_eur,btc_eur,ask,409.7,0.02445,1450141376
65511298,BTC-E,btc_eur,btc_eur,ask,409.7,0.02445,1450141335
65511282,BTC-E,btc_eur,btc_eur,bid,409.5,1.0E-8,1450141303
65511128,BTC-E,btc_eur,btc_eur,bid,409.5,1.60191,1450141008
65511078,BTC-E,btc_eur,btc_eur,bid,409.5,0.12,1450140905
65511043,BTC-E,btc_eur,btc_eur,bid,409.5,0.576665,1450140876
65510983,BTC-E,btc_eur,btc_eur,bid,409.5,0.240401,1450140834
65510960,BTC-E,btc_eur,btc_eur,bid,409.5,1.09415,1450140815
