D,100928807140,438,543
W,100928807140,293,742
D,159400991970,119,847
W,100928807140,100,1265
W,159400991970,41,1301
D,310188663545,53,1660
D,891032310529,575,2207
D,100928807140,726,2702
D,203302585633,599,2814
D,419563809197,860,2907
W,891032310529,168,3176
D,586450844412,990,3514
D,958293561451,323,3774
D,205931362065,399,4098
D,45392830896,737,4600
D,1095385471801,379,4653
D,741248764305,565,4888
D,188988289681,604,4971
D,818674963840,571,5273
D,1039202781370,575,5539
D,336102945932,42,5727
D,1079778976249,213,6221
D,685762208002,93,6512
D,93716134995,334,6804
D,736992219009,72,6993
W,188988289681,122,7100
W,685762208002,87,7654
D,1035666618665,458,8033
D,854160405190,92,8478
D,79284045812,634,8651
D,607764008309,647,8691
W,205931362065,306,9259
W,205931362065,17,9301
D,606776881318,575,9738
D,570670612966,221,9766
D,864581546202,390,10233
D,511020332835,795,10780
D,276825731505,157,11165
W,685762208002,3,11262
D,1095754654948,334,11379
D,550971869204,442,11427
D,881768624018,72,11724
D,778080340501,471,11975
D,436419715359,677,12252
D,860549325291,577,12334
D,495231262236,225,12555
D,1049639590993,404,13051
D,412824463323,789,13629
D,32180341237,166,14104
D,725566488977,38,14533
D,1002746579867,512,14656
D,346485819138,784,14891
D,793987811735,894,14913
D,753614315112,195,15147
D,1077874435852,350,15599
D,625831707157,718,15939
W,1077874435852,181,16283
D,899845277246,94,16397
D,192977749375,135,16916
D,334540954766,956,17384
W,899845277246,72,17459
D,70616885301,206,17835
D,22580417912,794,17891
W,1049639590993,304,17947
D,21653627118,405,18528
D,737786182546,693,18838
D,562702299842,679,19373
D,65528251080,865,19942
D,1021078226789,144,20118
W,737786182546,70,20170
W,891032310529,307,20541
D,71569422779,737,21120
D,566500269161,647,21131
W,276825731505,30,21469
D,687956963872,214,21738
D,356303641051,397,22043
D,79975745243,393,22253
W,958293561451,240,22380
D,957904582377,524,22540
D,644796600670,818,22847
D,1058104060380,431,22893
W,336102945932,26,23209
W,419563809197,744,23367
W,891032310529,11,23498
D,118015287425,829,23513
D,235472743795,278,23650
D,89557532526,975,24106
W,495231262236,178,24497
D,1773894126,255,24789
D,736992219009,93,25275
D,971988475985,309,25308
W,687956963872,212,25684
D,849686745776,757,26104
D,92100496907,94,26406
D,819507910550,850,26512
W,685762208002,1,26559
W,793987811735,714,26960
W,778080340501,31,27354
D,937305498171,864,27786
D,959414119266,879,27912
D,95338603629,448,27967
D,958293561451,280,28444
W,860549325291,281,28613
D,1045417291638,357,28942
W,1077874435852,60,28995
D,175981351949,11,29013
W,32180341237,101,29493
D,672347914532,890,29561
D,295983373110,205,29972
W,957904582377,265,30533
W,741248764305,535,30744
D,879660376851,336,30950
D,881772662915,771,31475
D,655315365091,109,31936
D,654126429439,275,32253
W,672347914532,296,32732
D,906552622976,918,33270
D,8743973703,415,33699
D,860237946927,944,33957
D,937388091998,468,34267
W,778080340501,139,34748
D,589623558181,241,35078
D,143627448057,182,35538
D,301643959195,11,35681
D,111174313855,743,35733
D,578660258927,150,36239
D,649267979859,774,36616
D,1040617168414,727,37139
D,634864802690,777,37369
D,529208008516,702,37858
W,79975745243,33,37959
D,470924379100,396,38134
D,566112784593,658,38487
W,958293561451,305,39071
D,1002746579867,333,39664
D,189086038371,861,40002
D,702905786933,257,40272
D,967539965690,545,40620
D,1097821244219,73,40872
D,840427818789,317,41465
D,329772790977,862,42047
D,393447840827,496,42205
W,725566488977,20,42555
D,784443278254,314,43062
W,118015287425,530,43166
W,958293561451,51,43377
W,685762208002,2,43425
D,242481713866,464,43763
W,741248764305,7,43799
D,742023616866,624,44312
W,1097821244219,43,44864
W,654126429439,109,45284
W,1097821244219,13,45330
D,790675151099,135,45412
D,740545615335,151,45829
D,985560319932,611,46059
W,864581546202,344,46299
W,906552622976,809,46648
W,92100496907,3,47176
W,1040617168414,585,47257
D,84347353860,582,47686
D,26080403127,925,48083
D,262057130262,281,48636
D,1069781539972,391,48700
D,528116820716,753,48763
D,619099279940,150,48799
D,180877379303,555,48848
D,245748978971,81,49270
D,151179931815,912,49835
D,6985280509,140,50173
D,895747668639,949,50382
D,826178428258,517,50797
D,43613504596,799,50871
D,88518260303,884,51002
D,801162665473,373,51592
D,26080403127,433,51764
D,151849348675,369,52260
D,357200449910,42,52358
D,1050409886193,307,52643
D,861290549102,359,52767
D,881768624018,90,53211
D,117666630387,480,53331
D,952577082688,983,53363
D,84507245949,843,53650
D,551718524724,498,53716
W,654126429439,149,54157
D,121893653059,43,54362
D,890578657073,568,54924
D,345447605205,704,55438
W,826178428258,229,55613
D,832886005983,312,55879
D,447244037582,199,55961
W,861290549102,243,56139
W,180877379303,508,56316
D,853983051421,218,56451
W,864581546202,20,56760
W,295983373110,39,57108
D,850386053063,607,57405
D,632493610539,172,57904
D,737786182546,285,58446
D,706902023004,45,58739
W,205931362065,69,59017
W,143627448057,12,59299
W,262057130262,239,59398
D,319793222944,303,59989
D,92100496907,859,60484
D,365268227477,438,60809
D,930921635178,132,61404
D,449153571871,790,61556
D,361957074925,787,62143
D,105873919628,279,62533
D,1035491013313,120,62559
D,440872955469,449,62848
W,1049639590993,35,62915
D,32180341237,639,63461
W,551718524724,405,63546
D,504355243398,654,64000
W,345447605205,591,64283
W,952577082688,779,64310
D,456132439000,144,64349
D,602564321414,571,64387
D,950338968645,186,64895
W,566112784593,418,65391
D,786075779996,859,65899
D,357200449910,838,66019
D,775211018315,594,66435
D,369728341214,158,66497
D,283198261051,665,66577
D,180877379303,77,67053
D,775360827127,608,67581
D,776274425888,421,67873
D,125461216264,899,68130
D,15199842482,555,68246
D,587083549420,309,68788
D,985560319932,28,69009
D,749776362173,46,69515
W,930921635178,9,69776
W,737786182546,343,70000
W,687956963872,1,70096
D,143067755453,161,70241
D,76258647318,982,70549
D,520005927601,638,70634
D,31642373677,68,70925
D,223882740961,691,71217
D,971146830018,675,71808
D,1039153878212,710,72049
D,249133544081,504,72631
D,650084185069,190,72699
W,203302585633,333,73229
W,860237946927,588,73625
D,1068700002246,800,73705
D,15199842482,796,73777
D,930921635178,932,74187
D,78565179193,696,74342
W,369728341214,60,74725
D,1042502106634,246,75212
W,881772662915,130,75513
D,459041761952,623,75622
D,1075644449296,613,75883
D,1070418000387,858,76054
D,324832485306,296,76127
D,1035491013313,842,76169
D,79975745243,350,76583
D,902987958728,244,76821
D,673244323560,68,77155
D,672071946412,619,77226
D,27087101719,774,77568
D,649267979859,124,77689
W,566112784593,76,77814
D,1050409886193,977,78184
D,736906389000,581,78473
D,715470637346,115,78755
D,862332036687,691,78865
D,350033281777,225,79095
D,605577417830,497,79353
D,1069781539972,237,79666
W,188988289681,100,79992
W,1045417291638,153,80453
D,934926229342,242,81007
W,818674963840,371,81519
D,470728962578,836,82090
D,387559158269,694,82475
D,589851670156,56,82888
D,665626180572,669,83225
D,638824625248,407,83759
W,143627448057,77,84035
D,881772662915,797,84179
D,720845877602,402,84391
W,602564321414,219,84979
W,365268227477,344,85049
W,891032310529,12,85326
D,188988289681,288,85755
W,861290549102,112,85905
W,778080340501,45,86498
W,447244037582,109,87005
D,274341123727,107,87452
D,1076386085501,735,87998
D,348409324319,397,88411
W,715470637346,45,88924
D,682200100083,248,89203
W,92100496907,137,89265
D,496216191538,507,89581
D,905479383545,853,89667
D,1092098449239,581,90073
D,604696173261,22,90500
D,1014609600269,387,90625
D,1054788460199,204,91102
D,1079323356597,181,91250
D,776274425888,896,91311
D,854160405190,728,91620
D,738753848550,405,91709
W,1069781539972,567,92196
D,412824463323,453,92722
D,264373300616,357,93206
W,92100496907,327,93525
D,6584257856,899,94123
D,930184487168,839,94663
W,301643959195,1,94786
D,67374693237,441,94805
D,356153411457,799,95142
W,715470637346,18,95261
D,318480791551,115,95406
D,348780208511,161,95523
W,1021078226789,102,96084
D,821968374967,779,96363
D,599735399559,946,96461
D,283486613819,210,96698
W,550971869204,22,97259
D,392039946098,288,97638
D,818162691932,989,97930
D,608107501827,615,98165
D,45392830896,297,98206
D,725566488977,163,98575
W,356153411457,467,99046
D,1095605375075,82,99498
D,221569262761,640,99609
W,632493610539,82,99848
D,362948344760,629,100113
D,855480007557,811,100161
D,285663475687,365,100758
D,930578541810,825,101285
D,219877563985,940,101659
D,346485819138,62,102028
D,411963485035,210,102286
D,329100068340,97,102690
D,356153411457,257,103043
W,566112784593,4,103176
D,440872955469,539,103378
D,430891697744,356,103412
D,722773503882,449,103823
D,803867209817,25,104199
D,502433334132,669,104632
D,9675831514,854,104960
W,891032310529,16,105515
D,857645475735,729,105819
W,738753848550,201,105871
D,296532918888,282,106015
W,1077874435852,39,106415
D,863471410515,612,106844
D,900587243172,183,106887
W,775360827127,554,107374
D,196239865604,234,107616
D,242607621357,454,107928
W,971146830018,487,108180
W,803867209817,16,108365
D,870129026920,85,108480
D,685762208002,752,108775
D,135426701355,536,108861
D,680362092364,265,109450
W,850386053063,452,110001
D,636191182365,471,110045
D,1067132048939,144,110065
D,815544402706,253,110540
W,870129026920,42,110602
D,702905786933,343,110930
D,578660258927,68,111126
D,189086038371,822,111716
D,190498256698,283,112164
D,163868136200,926,112613
D,117666630387,935,112991
D,45392830896,330,113428
D,419202719213,462,113862
W,899845277246,2,113976
W,606776881318,462,114252
D,332617295986,986,114473
D,6584257856,997,114758
D,776274425888,983,114907
D,901410312227,245,114935
D,1074437265418,887,115109
D,426898249551,276,115612
D,611759623022,962,116061
W,345447605205,9,116636
W,285663475687,203,117219
D,334540954766,761,117433
D,665105342661,95,118005
D,464171712345,536,118222
D,405153811765,833,118518
D,365268227477,749,118658
D,977173866527,947,118767
W,706902023004,23,118992
W,815544402706,32,119388
D,808219412506,137,119532
D,205531479953,426,120118
D,1081913698350,91,120510
D,792238063326,335,120644
W,502433334132,362,121129
D,215968446067,559,121348
D,55331108889,591,121535
W,121893653059,43,122085
D,92100496907,670,122216
D,762647419466,226,122686
D,541162845117,812,123178
D,321493607510,18,123595
D,990431518337,984,123920
W,459041761952,387,124484
W,245748978971,26,124587
D,397792982273,797,124886
D,358017370757,240,125153
D,470924379100,392,125663
D,1098776440756,600,126204
D,831141710246,142,126634
D,915827640525,591,127144
W,801162665473,327,127622
D,365303296087,529,127911
D,742023616866,635,128405
D,440872955469,870,128850
W,332617295986,543,129387
D,290395561389,915,129597
D,950338968645,239,129614
D,775211018315,977,130012
W,76258647318,332,130118
W,348780208511,15,130485
W,864581546202,11,130671
D,635041649815,250,130822
D,625831707157,163,131196
