deposit,455464393198,43,270
deposit,225353446011,129,860
deposit,387025435326,183,925
deposit,366491894140,199,1392
deposit,111510556693,516,1640
deposit,115164303791,732,1877
deposit,1079914665190,469,2322
withdraw,595681788581,203,3666
deposit,455464393198,692,3885
deposit,843512123735,879,3906
withdraw,1091842150460,25,4129
deposit,666240008953,795,4135
deposit,200759252266,920,4146
withdraw,298435943133,42,4159
deposit,559760616111,88,4605
withdraw,298435943133,8,4828
deposit,12234924575,784,4962
deposit,644182439493,9,5473
deposit,843512123735,648,5920
deposit,155388184767,942,6122
deposit,235754792160,704,6670
deposit,678126455445,989,6805
deposit,247953873975,230,7347
deposit,621778211998,202,7862
deposit,636989358498,992,8173
deposit,399304357508,844,8356
deposit,662683696939,980,9248
deposit,448346075928,631,9737
withdraw,763214931594,3,9799
deposit,772878894613,699,10201
withdraw,325758692042,26,10343
withdraw,641914521572,4,10410
withdraw,681404488328,450,10615
deposit,430075110137,857,10781
withdraw,144216060972,6,10837
withdraw,103548489753,14,11231
deposit,264859852655,341,11549
deposit,421414383069,660,11971
withdraw,286124680673,228,12072
withdraw,364094479260,11,12101
withdraw,291458045276,76,12453
deposit,928611022114,56,12597
deposit,505332902051,412,12800
deposit,455445001005,79,13623
withdraw,251387612054,157,13632
deposit,700875481517,717,13651
deposit,280699963685,408,13856
deposit,23088543027,567,13987
deposit,559760616111,527,14262
deposit,1085427538742,363,14365
withdraw,562799681500,96,14491
deposit,554704319438,138,14750
withdraw,880688825094,24,14995
withdraw,512343139393,2,15008
deposit,174954326713,678,15040
withdraw,688510166389,14,15212
deposit,4318297824,975,15588
withdraw,929060194005,210,15806
deposit,351828747762,333,16084
withdraw,460481252209,363,16579
deposit,154619979144,627,16618
deposit,681115056485,401,16737
withdraw,111800811481,9,16796
deposit,636989358498,88,17003
withdraw,569414448365,11,17622
withdraw,1085105441706,536,17971
deposit,69954746495,285,18022
deposit,253893594971,596,18491
withdraw,765057907164,209,18556
deposit,870973561987,929,18637
deposit,673634825318,902,18685
deposit,263432353214,135,18807
deposit,146360313210,858,19217
withdraw,949472243805,358,19236
deposit,763553367703,939,20012
deposit,300482088967,231,20307
withdraw,595681788581,201,20501
deposit,533057189901,38,20893
withdraw,512343139393,24,21375
deposit,408675433074,610,21660
withdraw,104531484387,3,22158
deposit,69954746495,565,22547
withdraw,523239058025,1,22756
withdraw,688510166389,11,22842
withdraw,875635782176,4,22916
deposit,932465747902,52,22964
deposit,304614938823,259,23050
withdraw,1098055549923,24,23140
withdraw,658474334051,8,23235
withdraw,398866133494,105,23587
deposit,442620035345,938,23596
withdraw,108049073137,536,23650
deposit,697167441113,441,24443
withdraw,803565306419,1,24528
deposit,633549954451,100,24565
deposit,435656590291,917,24839
withdraw,407025291107,300,24991
deposit,81433164419,345,25660
withdraw,772443580900,22,25759
withdraw,243055917655,12,25810
deposit,38858148395,336,26111
deposit,787643505573,678,26211
deposit,559320221826,335,26383
withdraw,825068457522,190,26608
deposit,1039338232277,159,26775
withdraw,949472243805,174,26858
deposit,626505198777,895,27198
deposit,906012584523,525,27526
deposit,842261755766,232,27979
deposit,612514076929,555,28986
deposit,371202567046,650,29119
withdraw,765057907164,392,30000
deposit,206716399810,705,30056
withdraw,569414448365,26,30200
withdraw,111800811481,3,30937
deposit,155388184767,154,30979
deposit,47396226831,486,31730
withdraw,880688825094,94,32060
deposit,137290836839,941,32066
withdraw,929060194005,156,32281
deposit,347910092383,230,32405
withdraw,251387612054,6,32481
deposit,449674195670,624,32677
withdraw,291458045276,5,32692
withdraw,286124680673,91,32894
